"","COUNTYNAME","英文土系名","中文土系名","母質種類","土壤特性","土壤形態","排水等級","石灰性","坡度","表土酸鹼性","第一層質地","第二層質地","第三層質地","第四層質地","面積","周長"
"0","南投縣","St","四座屋系","17","20","19","1","15","5","1","6","6","11","11",891.461,169.597
"1","南投縣","TCo","社腳系","20","16","1","1","15","1","3","5","11","11","11",6099.726,1046.782
"2","南投縣",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",63.891,50.018
"3","南投縣","TTy","東員寶系","20","16","1","1","15","1","4","5","5","5","11",4921.112,1241.118
"4","南投縣","TTy","東員寶系","20","16","1","1","15","1","4","5","5","5","11",3958.654,869.438
"5","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","8","8",2654.062,1520.917
"6","南投縣","TCo","社腳系","20","16","1","1","15","1","3","3","11","11","11",2988.854,438.727
"7","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",2102.375,1023.546
"8","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",6912.912,2040.789
"9","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",3068.293,491.2
"10","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",0.041,1.049
"11","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",11.653,75.658
"12","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",3521.611,844.984
"13","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",4707.201,1330.262
"14","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",738.812,371.562
"15","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",763.83,435.654
"16","南投縣","CTg","大崎腳系","17","18","19","1","15","3","5","6","11","11","11",5689.953,1065.785
"17","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",469.222,193.18
"18","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",242.921,117.024
"19","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1.441,10.38
"20","南投縣","CTg","大崎腳系","17","18","19","1","15","5","5","6","11","11","11",2795.814,556.389
"21","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",249.212,154.667
"22","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",2403.325,496.073
"23","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",360.948,241.938
"24","南投縣","Luk","六股路系","17","18","19","1","15","5","1","6","8","11","11",2006.763,577.756
"25","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1178.744,333.071
"26","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",698.969,241.335
"27","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",1008.045,389.621
"28","南投縣","CTg","大崎腳系","17","18","19","1","15","3","5","6","11","11","11",2433.417,945.858
"29","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",579.218,247.186
"30","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",205.973,121.625
"31","南投縣","CTg","大崎腳系","17","18","19","1","15","6","5","6","11","11","11",2008.598,781.793
"32","南投縣","Luk","六股路系","17","18","19","1","15","3","1","6","8","11","11",4.554,15.134
"33","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",304.003,193.751
"34","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",1424.895,469.155
"35","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",10.852,20.413
"36","南投縣",NA,NA,"0","0","0","0","0","0","0","0","0","0","0",1.189,5.682
"37","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",4.331,17.97
"38","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",1281.777,436.665
"39","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",7231.395,1226.252
"40","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",6367.557,2350.528
"41","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",157.924,94.235
"42","南投縣","CTg","大崎腳系","17","18","19","1","15","6","5","6","11","11","11",4279.379,1292.555
"43","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",1259.89,853.483
"44","南投縣","RM","台地崖","17","1","15","1","15","6","1","11","11","11","11",11724.222,3300.635
"45","南投縣","Sp","下水埔系","21","15","1","1","3","1","6","5","11","11","11",3016.388,733.85
"46","南投縣","Luk","六股路系","17","18","19","1","15","4","1","6","8","11","11",3620.321,988.655
"47","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",915553.276,5506.062
"48","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",3996863.069,20332.159
"49","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",20584.396,704.179
"50","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",985105.763,9592.079
"51","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",860779.761,6958.296
"52","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",1990042.234,6965.142
"53","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",570210.525,4980.843
"54","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",209060.338,2848.165
"55","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",252723.476,2227.079
"56","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",1076834.527,8838.278
"57","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",86244.508,1329.083
"58","南投縣","Naf","南富系","21","15","1","2","15","6","5","6","6","6","3",425854.24,3352.846
"59","南投縣","Naf","南富系","21","15","1","2","15","6","5","6","6","6","3",258594.477,2482.707
"60","南投縣","TCi","聚興系","20","16","1","1","15","1","4","5","6","3","11",495504.4,5035.23
"61","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",53641.402,1011.023
"62","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",979412.188,5119.066
"63","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",1454178.197,8207.579
"64","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",98394.531,1202.243
"65","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",4077534.224,15956.55
"66","南投縣","R","洪積卵石","17","1","13","1","15","5","1","6","11","11","11",127102.158,6447.344
"67","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",138984.852,1546.477
"68","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","4","5","5","8",171740.695,2612.168
"69","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",232484.395,2235.125
"70","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",163815.603,1626.218
"71","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",365427.925,3952.527
"72","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",39451.526,1065.686
"73","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",117553.55,1668.627
"74","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",216224.445,1940.468
"75","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",563996.091,5566.852
"76","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","6","5","5","11",42450.472,1211.838
"77","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",34695.6,854.814
"78","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",188983.053,2612.334
"79","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",855676.428,5935.506
"80","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",135138.408,2206.239
"81","南投縣","TTz","潭子系","20","16","1","2","15","1","3","4","5","5","8",60194.67,1134.605
"82","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",219398.224,1961.237
"83","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",32051.108,985.404
"84","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",109300.827,1684.656
"85","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",340558.616,3109.869
"86","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",302611.529,2940.794
"87","南投縣","TCi","聚興系","20","16","1","1","15","1","4","5","6","3","11",223479.491,2465.034
"88","南投縣","TSk","社口系","20","15","1","2","15","1","5","5","5","5","8",126188.431,1556.949
"89","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",127717.489,1622.143
"90","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",372032.632,2993.934
"91","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",85489.533,1203.568
"92","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",237244.508,2096.877
"93","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",976532.74,5451.233
"94","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",182823.901,1973.526
"95","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",209368.785,2428.085
"96","南投縣","TTo","渡船頭系","20","16","1","1","15","1","4","6","3","3","5",139269.198,1608.081
"97","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",465153.185,5049.022
"98","南投縣","TCo","社腳系","20","16","1","1","15","1","4","3","11","11","11",371525.147,4511.51
"99","南投縣","TCi","聚興系","20","16","1","1","15","1","4","3","6","3","11",259375.588,2669.575
"100","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",341281.335,2284.106
"101","南投縣","TSs","水勢湳系","20","15","1","3","15","1","5","5","3","3","5",176075.737,2728.271
"102","南投縣","TSg","上楓樹系","20","16","1","1","15","1","4","8","8","8","8",1034210.209,6984.477
"103","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",153978.297,1592.307
"104","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",158047.517,2076.395
"105","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",403922.732,2948.345
"106","南投縣","TTk","塗城系","20","16","1","2","15","1","4","6","3","2","11",47097.322,926.695
"107","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",313306.081,3164.171
"108","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",300432.164,2985.248
"109","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",248211.93,2223.881
"110","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","5","3","3","11",471863.6,4488.457
"111","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",3515532.274,15046.12
"112","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",597806.368,3514.813
"113","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","5","5","5","11",261271.342,2711.056
"114","南投縣","TTy","東員寶系","20","16","1","1","15","1","3","6","5","5","11",34198.39,725.653
"115","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",900049.199,4744.066
"116","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","3","5","5","8",144695.895,1903.519
"117","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",2402963.745,10282.066
"118","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",79512.137,1385.247
"119","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",153043.356,2193.584
"120","南投縣","TTq","大肚系","20","16","1","2","15","1","4","6","6","6","4",72699.211,1458.982
"121","南投縣","TTz","潭子系","20","16","1","2","15","1","3","6","5","5","8",217104.229,2425.647
"122","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",148730.483,2168.603
"123","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",438340.107,4369.369
"124","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",215257.031,2144.853
"125","南投縣","TTz","潭子系","20","16","1","2","15","1","3","4","5","5","8",296848.713,2414.654
"126","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",92439.596,1813.557
"127","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",163040.185,2274.516
"128","南投縣","TPa","八張犁系","20","16","1","2","15","1","4","5","5","5","11",146749.187,2032.389
"129","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",97901.455,1382.297
"130","南投縣","TCg","車籠埔系","20","16","1","1","15","1","5","8","3","3","2",126833.577,1553.102
"131","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",158693.685,1923.446
"132","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",70000.939,1303.197
"133","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",71242.53,1259.457
"134","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",67090.273,1044.766
"135","南投縣","R","洪積卵石","17","1","13","1","15","5","1","6","11","11","11",121185.153,5837.24
"136","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",177526.9,1735.426
"137","南投縣","TCi","聚興系","20","16","1","1","15","1","4","5","6","3","11",108045.289,1370.626
"138","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",258960.394,2289.258
"139","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","5","3","3","11",193187.796,2184.609
"140","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",148484.65,1802.498
"141","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",740294.696,4093.535
"142","南投縣","TCo","社腳系","20","16","1","1","15","1","4","6","11","11","11",158733.595,2342.683
"143","南投縣","TLa","六股村系","20","16","1","1","15","1","4","3","5","5","6",305309.651,2884.154
"144","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",385704.75,3561.131
"145","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",1379410.423,8281.993
"146","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",209695.61,1942.156
"147","南投縣","R","洪積卵石","17","1","13","1","15","5","1","6","11","11","11",3879563.033,11275.182
"148","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",326536.049,3349.848
"149","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",127265.597,1734.935
"150","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",698852.384,4846.755
"151","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",6089007.389,44863.857
"152","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",723926.216,7028.841
"153","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",166332.92,1800.759
"154","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",91392.679,3878.306
"155","南投縣","TYp","營盤口系","20","16","1","2","15","1","4","8","9","9","9",67629.804,1111.73
"156","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",161782.43,1967.211
"157","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",285296.512,2460.48
"158","南投縣","TYp","營盤口系","20","16","1","2","15","1","4","8","9","9","9",8849.587,386.508
"159","南投縣","CTg","大崎腳系","17","18","19","1","15","6","5","6","11","11","11",22514.586,825.405
"160","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","4","6","4","4",272342.886,2494.776
"161","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",32608.321,1016.435
"162","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","3","11","11","11",459987.481,3224.997
"163","南投縣","TYp","營盤口系","20","16","1","2","15","1","4","8","9","9","9",952132.315,4650.676
"164","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",533117.664,4716.915
"165","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",17698.532,704.079
"166","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",563622.913,3902.283
"167","南投縣","CTg","大崎腳系","17","18","19","1","15","6","5","6","11","11","11",19902.282,676.243
"168","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",599063.855,3862.719
"169","南投縣","CTg","大崎腳系","17","18","19","1","15","6","5","6","11","11","11",31620.29,1164.961
"170","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",464895.195,2946.852
"171","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","6","8","8","11",263382.182,2653.522
"172","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",747358.907,6609.414
"173","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",42200.099,879.088
"174","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","6","6","4","4",517735.546,3610.598
"175","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",50400.79,924.537
"176","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",102602.88,1599.643
"177","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","4","5","5","8",63196.686,1420.69
"178","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",72601.716,1177.247
"179","南投縣","TYp","營盤口系","20","16","1","2","15","1","4","8","9","9","9",671066.309,5238.192
"180","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","4","6","4","4",2909235.543,15697.31
"181","南投縣","TPs","北勢坑系","17","18","19","1","15","1","3","3","5","5","11",514828.587,3588.868
"182","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",394440.654,3142.947
"183","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",275574.781,3433.804
"184","南投縣","TTq","大肚系","20","16","1","2","15","1","4","6","6","6","4",118805.632,1531.694
"185","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","6","8","8","11",298241.861,3211.74
"186","南投縣","TWt","吳厝系","17","18","19","1","15","1","3","6","5","5","8",139247.889,1865.535
"187","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","6","8","8","9",86047.678,1291.908
"188","南投縣","TTq","大肚系","20","16","1","2","15","1","4","3","6","6","4",118906.445,1673.588
"189","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",226463.309,2525.901
"190","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",45690.466,986.257
"191","南投縣","TWj","烏日系","20","16","1","2","15","1","4","3","8","8","11",1190421.47,5930.19
"192","南投縣","TSi","上石碑系","20","16","1","2","15","1","4","3","3","3","11",144959.923,2490.335
"193","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",99398.298,1508.982
"194","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",85875.856,1664.517
"195","南投縣","TNe","內轆系","20","16","1","2","15","1","4","4","8","8","8",364215.124,4564.059
"196","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",3735132.663,10310.981
"197","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",1171815.027,7049.593
"198","南投縣","TNe","內轆系","20","16","1","2","15","1","4","4","8","8","8",93103.71,1361.253
"199","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",120503.111,1834.375
"200","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",227274.801,2609.091
"201","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","4","6","4","4",161205.814,2216.537
"202","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","5","6","4","4",42749.372,806.124
"203","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",89699.897,1241.128
"204","南投縣","TTz","潭子系","20","16","1","2","15","1","3","6","5","5","8",146047.188,2362.73
"205","南投縣","THa","下湳子系","20","15","1","2","15","1","6","4","6","6","4",55203.315,1307.463
"206","南投縣","TSc","山腳鄉系","20","15","1","3","15","1","5","4","5","5","8",65248.413,1213.444
"207","南投縣","TTw","同安厝系","20","15","1","1","15","1","5","3","3","3","11",65998.28,1349.906
"208","南投縣","CTg","大崎腳系","17","18","19","1","15","4","5","6","11","11","11",8994.827,534.266
"209","南投縣","TCs","詹厝園系","20","15","1","2","15","1","5","3","6","3","11",61298.131,1037.365
"210","南投縣","TPw","包尾系","20","15","1","1","15","1","5","3","3","3","3",64598.247,1125.418
"211","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","4","6","4","4",129445.695,1602.015
"212","南投縣","TWz","翁子系","20","16","1","1","15","1","4","4","4","4","6",483089.693,4490.208
"213","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",52982.046,1182.234
"214","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",199913.41,3368.153
"215","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",716323.454,7937.551
"216","南投縣","TTo","渡船頭系","20","16","1","1","15","1","4","4","3","3","5",45596.542,837.992
"217","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",373982.56,3373.281
"218","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",111693.653,1783.459
"219","南投縣","TNe","內轆系","20","16","1","2","15","1","4","8","8","8","8",56085.592,1235.923
"220","南投縣","TNe","內轆系","20","16","1","2","15","1","4","5","8","8","8",66294.329,1325.558
"221","南投縣","TTz","潭子系","20","16","1","2","15","1","3","6","5","5","8",91844.37,1413.956
"222","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",1662894.334,7412.623
"223","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","3","6","4","4",36696.185,1052.084
"224","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",805587.153,5323.687
"225","南投縣","TSc","山腳鄉系","20","15","1","3","15","1","5","4","5","5","8",447516.356,4039.373
"226","南投縣","THh","下秀水系","20","15","1","2","15","1","5","3","3","3","5",26498.081,785.619
"227","南投縣","TNe","內轆系","20","16","1","2","15","1","4","3","8","8","8",16549.498,604.389
"228","南投縣","TTw","同安厝系","20","15","1","1","15","1","5","3","3","3","11",34946.827,904.694
"229","南投縣","THk","旱溪系","20","16","1","2","15","1","4","3","3","3","2",138937.764,2116.47
"230","南投縣","TPl","白鷺厝系","20","15","1","3","15","1","6","4","4","4","4",140937.435,1836.546
"231","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",429810.273,2887.288
"232","南投縣","TNe","內轆系","20","16","1","2","15","1","4","3","8","8","8",87542.487,1880.784
"233","南投縣","TSk","社口系","20","15","1","2","15","1","5","5","5","5","8",100841.987,1403.28
"234","南投縣","TWz","翁子系","20","16","1","1","15","1","4","6","4","4","6",59794.5,1065
"235","南投縣","TLb","栗林村系","20","16","1","1","15","1","4","5","5","5","8",121140.533,1581.047
"236","南投縣","TCi","聚興系","20","16","1","1","15","1","4","6","6","3","11",65245.202,1141.531
"237","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","5","8","8","9",920377.08,4589.454
"238","南投縣","TTq","大肚系","20","16","1","2","15","1","4","5","6","6","4",1036377.758,5988.044
"239","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","6","11","11","11",15898.697,486.596
"240","南投縣","TWz","翁子系","20","16","1","1","15","1","4","3","4","4","6",21498.294,637.861
"241","南投縣","TTz","潭子系","20","16","1","2","15","1","3","6","5","5","8",53095.384,885.401
"242","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",64095.12,1038.59
"243","南投縣","TTq","大肚系","20","16","1","2","15","1","4","6","6","6","4",60045.189,1232.603
"244","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",148061.613,2044.312
"245","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","3","9","9","9",382269.102,4235.887
"246","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","3","11","11","11",84051.702,1257.716
"247","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",45234.573,882.509
"248","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",289932.184,4136.86
"249","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",12699.643,688.943
"250","南投縣","TTz","潭子系","20","16","1","2","15","1","3","5","5","5","8",382376.626,4298.241
"251","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",174225.029,3269.708
"252","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",849830.895,6334.204
"253","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","5","8","8","9",414815.266,3431.859
"254","南投縣","TWt","吳厝系","17","18","19","1","15","1","3","5","5","5","8",20268.866,817.317
"255","南投縣","THu","新庄子系","20","15","1","2","15","1","6","3","3","3","2",74107.915,1312.563
"256","南投縣","TSk","社口系","20","15","1","2","15","1","5","5","5","5","8",48545.449,909.666
"257","南投縣","TWt","吳厝系","17","18","19","1","15","1","3","5","5","5","8",1285338.262,5554.846
"258","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",375240.971,2918.647
"259","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",374535.542,4054.956
"260","南投縣","CTg","大崎腳系","17","18","19","1","15","1","5","5","11","11","11",252172.323,3452.574
"261","南投縣","TTr","大里系","20","16","1","2","15","1","4","5","5","6","3",50615.92,1088.428
"262","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",52546.91,1039.377
"263","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",424505.763,4223.162
"264","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",2367879.384,7967.847
"265","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",139170.428,1646.492
"266","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",249889.545,2782.406
"267","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",1146862.678,10092.025
"268","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","5","9","9","9",316885.862,2747.609
"269","南投縣","TTq","大肚系","20","16","1","2","15","1","4","5","6","6","4",439269.956,3074.526
"270","南投縣","TCk","軍功寮系","20","15","1","1","15","1","5","3","6","4","4",261580.957,2562.519
"271","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","3","8","8","9",377202.374,3401.027
"272","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","8","8","8","11",170571.052,1937.804
"273","南投縣","CLv","盧厝系","17","18","19","1","15","1","3","5","8","8","11",281338.26,2435.796
"274","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","8","9","9","9",6457425.836,21106.996
"275","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","4","9","9","9",219983.806,2122.543
"276","南投縣","CTf","大埔美系","17","18","19","1","15","1","4","5","9","9","9",416518.154,3362.097
"277","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","5","8","8","9",37303.335,728.85
"278","南投縣","CCe","陳厝寮系","17","18","19","1","15","1","3","8","8","8","9",104915.431,1346.066
"279","南投縣","TCo","社腳系","20","16","1","1","15","1","4","5","11","11","11",414358.688,3055.723
