"","COUNTYNAME","英文土系名","中文土系名","母質種類","土壤特性","土壤形態","排水等級","石灰性","坡度","表土酸鹼性","第一層質地","第二層質地","第三層質地","第四層質地","面積","周長"
"27472","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",1206290.278,6390.101
"27473","雲林縣","YTp","大埔尾系","14","1","1","1","3","1","6","5","11","11","11",425735.308,2933.208
"27474","雲林縣","YTp","大埔尾系","14","1","1","1","3","1","6","4","11","11","11",390630.716,3356.575
"27475","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","5","11","11","11",842884.582,4452.59
"27476","雲林縣","CNk","南港舊系","21","16","1","3","3","1","8","5","5","5","8",577877.438,4122.061
"27477","雲林縣","CLu","鹿港系","21","16","1","2","13","1","6","5","8","8","8",85257.33,1108.395
"27478","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","5","4","4","4",211936.265,1850.3
"27479","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","5","11","11","11",120458.84,1427.702
"27480","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",970350.596,6815.578
"27481","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",756067.018,3511.238
"27482","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",438242.567,3645.632
"27483","雲林縣","CLu","鹿港系","21","16","1","2","13","1","6","5","8","8","8",317915.316,3021.473
"27484","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","4","4","4","5",122056.189,1395.71
"27485","雲林縣","YMm","馬鳴山系","14","1","1","2","3","1","7","5","8","8","8",411987.785,4415.527
"27486","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",213686.203,2154.583
"27487","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","8","5","5","8",279559.84,2531.827
"27488","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","4","11","11","11",1069113.142,4706.653
"27489","雲林縣","CFh","福興系","21","16","1","2","3","1","6","8","8","8","3",108519.361,1406.209
"27490","雲林縣","CHk","西港系","21","16","1","2","3","1","8","8","2","2","5",12313.899,501.52
"27491","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",343071.196,2884.748
"27492","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","2","2","2","2",3605927.082,13233.056
"27493","雲林縣","YHt","許厝寮系","21","16","1","2","3","1","7","5","4","4","4",362560.823,3048.781
"27494","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",46773.653,2158.197
"27495","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","5","5","3","3",413016.717,4077.222
"27496","雲林縣","CSi","秀水系","21","16","1","3","3","1","7","5","8","8","8",124754.994,2197.278
"27497","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",291092.299,2817.272
"27498","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",51000.049,2113.645
"27499","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",108004.341,1354.25
"27500","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","5","5","3","3",212802.01,2502.507
"27501","雲林縣","CLu","鹿港系","21","16","1","2","13","1","6","5","8","8","8",61055.46,1231.356
"27502","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","3","8","8","8",87366.635,1311.172
"27503","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","3","8","8","8",67995.612,1526.887
"27504","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","5","8","8","8",132933.696,1936.887
"27505","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",1429062.698,10662.506
"27506","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","3","11","11","11",2054589.041,9325.16
"27507","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","5","5","3","3",176240.673,1867.261
"27508","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","4","11","11","11",21574.139,1511.5
"27509","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",1137874.386,6056.897
"27510","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",399542.296,4424.59
"27511","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",2390826.053,12542.86
"27512","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","3","5","5","8",48673.783,1197.672
"27513","雲林縣","CSh","社頭系","21","16","1","3","3","1","7","5","5","5","5",319759.421,2671.009
"27514","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","5","11","11","11",303561.172,2705.153
"27515","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","4","2","2","2",130055.622,1506.907
"27516","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",480562.089,3663.902
"27517","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","5","4","4","4",165942.076,1736.003
"27518","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",42571.342,1008.724
"27519","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",14562.558,643.233
"27520","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",230663.038,2184.371
"27521","雲林縣","CLu","鹿港系","21","16","1","2","13","1","6","5","8","8","8",191819.854,2166.767
"27522","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",284081.602,4330.574
"27523","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",1373309.202,7921.131
"27524","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","3","5","5","8",20959.678,885.935
"27525","雲林縣","CSs","沙山系","21","16","1","2","3","1","8","2","2","2","2",621677.389,9701.833
"27526","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",65482.724,1181.31
"27527","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","5","2","2","2",149456.307,1804.54
"27528","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","5","5","3","3",1054903.678,5632.158
"27529","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","5","2","2","2",14021.406,578.085
"27530","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",1320875.803,7461.473
"27531","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","5","8","8","8",69204.277,1141.201
"27532","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",3059251.713,9366.6
"27533","雲林縣","CSi","秀水系","21","16","1","3","3","1","7","8","8","8","8",114854.067,1542.39
"27534","雲林縣","CLu","鹿港系","21","16","1","2","13","1","6","5","8","8","8",237575.656,2251.078
"27535","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",378590.096,3764.249
"27536","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",459527.649,4005.449
"27537","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",9250.077,439.529
"27538","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",158362.881,1712.548
"27539","雲林縣","CLs","路上厝系","21","16","1","1","3","1","7","5","5","3","3",145615.127,1676.743
"27540","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",356925.447,4391.973
"27541","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","6","4","4","5",446431.452,4728.292
"27542","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","8","8","8","5",194607.846,1791.19
"27543","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",219323.208,2100.77
"27544","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",197709.714,1964.43
"27545","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",69018.571,1092.585
"27546","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","8","8","8","8",107445.131,1426.879
"27547","雲林縣","YKc","溝皂系","14","1","1","2","3","1","8","8","8","8","8",15621.264,802.755
"27548","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",609188.145,3912.746
"27549","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",667595.402,4481.996
"27550","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","5","11","11","11",183655.414,2135.228
"27551","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",6995.403,400.336
"27552","雲林縣","CTy","田中央系","21","16","1","2","3","1","8","5","4","4","5",200487.919,2055.711
"27553","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","5","4","4","4",808589.614,5011.339
"27554","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",46997.261,1064.781
"27555","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",700873.835,4325.869
"27556","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",260318.865,2373.957
"27557","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",1070450.536,7744.184
"27558","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","3","11","11","11",41654.068,1186.167
"27559","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",54855.867,1014.64
"27560","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",365422.859,3263.732
"27561","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",372201.462,3296.094
"27562","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",195894.539,2124.604
"27563","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","4","4","4","4",335897.785,3881.725
"27564","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",175057.939,2519.911
"27565","雲林縣","YTp","大埔尾系","14","1","1","1","3","1","6","4","11","11","11",279944.606,2925.915
"27566","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","6","11","11","11",569289.424,6814.16
"27567","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","4","4","4","5",419061.731,3833.925
"27568","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","3","11","11","11",2721218.33,11810.339
"27569","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",138972.489,1781.874
"27570","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",356003.981,2585.63
"27571","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",222318.841,2051.269
"27572","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","3","11","11","11",7360.493,430.145
"27573","雲林縣","Ct","中洲系","20","15","1","2","3","1","7","5","4","4","4",113258.957,1358.828
"27574","雲林縣","Hk","下中系","20","15","1","1","3","1","8","4","4","4","4",334178.999,2591.979
"27575","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",331690.345,4123.602
"27576","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",60873.784,1506.931
"27577","雲林縣","KNh","南興系","14","1","1","2","3","1","8","3","5","5","5",1838604.101,8355.132
"27578","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",34605.447,1635.22
"27579","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",523430.812,3272.587
"27580","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","3","11","11","11",228804.664,4340.784
"27581","雲林縣","YTp","大埔尾系","14","1","1","1","3","1","6","3","11","11","11",282039.246,2668.714
"27582","雲林縣","Lu","鹿麻產系","20","15","1","1","15","1","6","4","11","11","11",74356.495,1471.518
"27583","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","2","2","2","2",261852.408,2253.341
"27584","雲林縣","YHt","許厝寮系","21","16","1","2","3","1","7","4","4","4","4",271821.235,2080.195
"27585","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",350323.88,2473.42
"27586","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",4820.336,355.753
"27587","雲林縣","YHt","許厝寮系","21","16","1","2","3","1","7","5","4","4","4",70085.622,1079.471
"27588","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",737257.976,3920.798
"27589","雲林縣","Wl","五里林系","20","15","1","1","15","1","6","4","4","4","4",874969.088,4404.207
"27590","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","6","11","11","11",1235158.905,7995.698
"27591","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",608409.774,3538.012
"27592","雲林縣","CWh","萬興系","21","16","1","2","3","1","7","5","5","5","8",248817.79,2060.351
"27593","雲林縣","CEh","二林系","21","16","1","2","3","1","8","3","5","5","5",150975.917,2305.443
"27594","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",2638111.324,10029.016
"27595","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","6","4","4","4",219952.667,2211.552
"27596","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",7980.16,542.628
"27597","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",197374.329,1825.226
"27598","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","5","4","4","4",36229.321,850.653
"27599","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",152611.015,1829.947
"27600","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","4","4","4","5",206671.707,1993.982
"27601","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",62651.931,1033.079
"27602","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","3","4","4","5",233842.163,2862.843
"27603","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",705525.294,3622.853
"27604","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","3","4","4","5",22102.013,573.39
"27605","雲林縣","KKf","廣福里系","14","1","1","1","3","1","8","4","5","5","1",758475.772,4671.007
"27606","雲林縣","CPh","平和系","21","16","1","1","3","1","8","5","5","5","5",442946.768,2667.056
"27607","雲林縣","YKh","口湖系","14","1","1","2","3","1","6","2","2","2","5",291905.584,2856.975
"27608","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",723420.587,3648.369
"27609","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","5","4","4","4",854503.794,5237.492
"27610","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",730487.761,5123.503
"27611","雲林縣","Hk","下中系","20","15","1","1","3","1","8","3","4","4","4",381876.664,3986.913
"27612","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","5","11","11","11",234316.219,2373.936
"27613","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",2771932.438,10076.128
"27614","雲林縣","KNh","南興系","14","1","1","2","3","1","8","3","5","5","5",56495.916,2038.402
"27615","雲林縣","YKh","口湖系","14","1","1","2","3","1","6","3","2","2","5",235657.222,2063.683
"27616","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",10070.24,482.615
"27617","雲林縣","Hk","下中系","20","15","1","1","3","1","8","4","4","4","4",15295.673,866.769
"27618","雲林縣","Hk","下中系","20","15","1","1","3","1","8","4","4","4","4",221744.233,2711.475
"27619","雲林縣","YHk","新港系","14","1","1","1","3","1","6","3","3","3","3",440613.773,4264.117
"27620","雲林縣","YHt","許厝寮系","21","16","1","2","3","1","7","5","4","4","4",49512.08,946.18
"27621","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","5","4","4","4",769598.981,5430.463
"27622","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",6601.232,352.437
"27623","雲林縣","YTp","大埔尾系","14","1","1","1","3","1","6","5","11","11","11",135212.477,1997.405
"27624","雲林縣","YKh","口湖系","14","1","1","2","3","1","6","3","2","2","5",67204.681,1741.853
"27625","雲林縣","CEh","二林系","21","16","1","2","3","1","8","5","5","5","5",167678.094,1665.896
"27626","雲林縣","CYu","員林系","21","16","1","2","3","1","6","5","5","3","3",264106.595,2410.689
"27627","雲林縣","CTy","田中央系","21","16","1","2","3","1","8","8","4","4","5",59647.705,975.181
"27628","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",223305.53,2234.149
"27629","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","4","4","4","4",1591947.521,8089.287
"27630","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","4","2","2","2",74555.111,1224.314
"27631","雲林縣","Ct","中洲系","20","15","1","2","3","1","7","5","4","4","4",55003.592,1143.132
"27632","雲林縣","Ct","中洲系","20","15","1","2","3","1","7","5","4","4","4",108238.722,1515.069
"27633","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","3","4","4","5",38765.98,834.723
"27634","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",445624.563,3357.083
"27635","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","2","2","2","2",95520.131,2500.048
"27636","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","5","4","4","4",26850.753,832.023
"27637","雲林縣","CFy","芳苑系","21","16","1","1","3","1","7","3","2","2","2",523008.769,3414.358
"27638","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","3","2","2","2",226385.03,2130.19
"27639","雲林縣","Je","仁德系","20","15","1","1","15","1","4","5","4","4","4",855129.938,5187.542
"27640","雲林縣","CHn","花壇系","21","16","1","2","3","1","7","5","8","8","5",406184.645,3144.925
"27641","雲林縣","CPc","埤腳系","21","16","1","1","3","1","5","3","3","1","1",121544.01,1919.862
"27642","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",399088.381,3996.347
"27643","雲林縣","Lu","鹿麻產系","20","15","1","1","15","1","6","3","11","11","11",310677.557,3379.861
"27644","雲林縣","KNh","南興系","14","1","1","2","3","1","8","6","5","5","5",66356.018,1186.001
"27645","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",457082.263,4197.209
"27646","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","5","11","11","11",48081.723,901.24
"27647","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","5","4","4","4",256515.802,3004.104
"27648","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","2","11","11","11",277252.426,2644.674
"27649","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",29908.385,1096.56
"27650","雲林縣","CFy","芳苑系","21","16","1","1","3","1","7","3","2","2","2",137117.117,2480.002
"27651","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","6","4","4","5",166013.843,1788.291
"27652","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","6","5","3","3",158305.343,2393.378
"27653","雲林縣","CYl","魚寮系","21","16","1","1","3","1","5","4","4","4","5",483384.084,3844.259
"27654","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",316428.909,2526.391
"27655","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","2","11","11","11",171938.031,2056.152
"27656","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","3","2","2","2",175812.867,1913.717
"27657","雲林縣","Cl","菜公厝系","20","15","1","1","15","1","4","5","5","4","4",313626.69,2772.174
"27658","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",845959.721,4499.238
"27659","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",312165.619,3136.344
"27660","雲林縣","KSf","汕尾系","14","1","1","1","3","1","8","5","5","3","3",164735.297,1666.796
"27661","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","6","1","1","1",249429.957,3638.612
"27662","雲林縣","KCw","中萬甲系","14","1","1","2","3","1","8","3","5","3","3",93608.525,1714.512
"27663","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","2","1","1","1",442412.1,4153.424
"27664","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","3","2","2","2",209024.297,2062.51
"27665","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","6","4","4","5",13561.517,579.034
"27666","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",18136.594,546.67
"27667","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","3","4","4","5",142837.537,1564.872
"27668","雲林縣","Je","仁德系","20","15","1","1","15","1","4","6","4","4","4",437677.699,3633.044
"27669","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",20740.786,600.285
"27670","雲林縣","Sn","詔安厝系","20","15","1","2","15","1","5","6","4","4","4",25345.639,921.704
"27671","雲林縣","CPt","埤頭系","21","15","1","2","3","1","7","3","5","5","1",401437.068,5591.179
"27672","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",34148.744,1100.519
"27673","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","5","4","4","5",432243.418,3605.654
"27674","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","2","11","11","11",195668.214,1905.699
"27675","雲林縣","Je","仁德系","20","15","1","1","15","1","4","5","4","4","4",602251.805,4263.826
"27676","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",13801.341,746.073
"27677","雲林縣","CSp","下水埔系","21","15","1","1","15","1","7","3","11","11","11",263631.906,3132.636
"27678","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",294531.466,3452.898
"27679","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","5","2","2","2",395511.452,4537.201
"27680","雲林縣","Sn","詔安厝系","20","15","1","2","15","1","5","6","4","4","4",843285.516,5122.908
"27681","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",18700.802,690.679
"27682","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","4","4","4","4",47791.177,881.213
"27683","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",353608.812,2972.199
"27684","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","5","2","2","2",464554.279,4929.442
"27685","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","5","2","2","2",603991.479,3198.684
"27686","雲林縣","YKh","口湖系","14","1","1","2","3","1","6","3","2","2","5",103700.987,1360.513
"27687","雲林縣","YFs","蕃薯厝系","14","1","1","2","3","1","8","4","4","4","5",161309.253,1822.94
"27688","雲林縣","YFt","番子寮系","14","1","1","1","3","1","8","4","4","4","4",65803.45,1132.207
"27689","雲林縣","KMl","旗山系","14","1","1","2","3","1","7","5","5","5","8",22177.884,591.519
"27690","雲林縣","CLk","路口厝系","21","16","1","2","3","1","6","3","1","1","1",442042.252,4650.12
"27691","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",226595.971,2288.945
"27692","雲林縣","PWf","五房州系","21","15","1","1","3","1","7","3","1","1","1",124762.372,1922.013
"27693","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",386751.58,3250.281
"27694","雲林縣","CSa","山寮系","14","1","1","1","3","1","8","3","2","2","2",717291.009,4623.239
"27695","雲林縣","CPc","埤腳系","21","16","1","1","3","1","5","3","3","1","1",22552.284,804.737
"27696","雲林縣","CPt","埤頭系","21","16","1","2","3","1","7","3","5","5","1",31042.249,823.376
"27697","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","2","1","1","1",255165.13,3665.77
"27698","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",70353.118,1301.586
"27699","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",150669.51,2206.372
"27700","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",268713.655,3534.482
"27701","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",8316.237,482.616
"27702","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",193911.865,1720.056
"27703","雲林縣","KNh","南興系","14","1","1","2","3","1","8","3","5","5","5",691591.547,4312.008
"27704","雲林縣","CFy","芳苑系","21","16","1","1","3","1","7","3","2","2","2",80420.043,2425.727
"27705","雲林縣","Lu","鹿麻產系","20","15","1","1","15","1","6","3","11","11","11",3350413.42,9478.208
"27706","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",58166.742,1406.049
"27707","雲林縣","CTp","大排沙系","21","15","1","1","3","1","8","3","2","2","2",244468.066,2311.569
"27708","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","6","1","1","1",82454.989,2112.257
"27709","雲林縣","KNh","南興系","14","1","1","2","3","1","8","5","5","5","5",249263.578,2361.421
"27710","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","5","2","2","2",523276.936,3195.425
"27711","雲林縣","CHc","溪州系","21","15","1","1","3","1","7","3","3","1","1",257617.158,2592.401
"27712","雲林縣","CLk","路口厝系","21","16","1","2","3","1","6","3","1","1","1",83316.413,1596.106
"27713","雲林縣","Lu","鹿麻產系","20","15","1","1","15","1","6","6","11","11","11",259820.597,2060.224
"27714","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",310129.352,2371.517
"27715","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",26551.891,897.775
"27716","雲林縣","YMk","馬公厝系","14","1","1","2","3","1","7","5","5","5","1",166741.304,2833.568
"27717","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",29530.196,1109.505
"27718","雲林縣","CPt","埤頭系","21","15","1","2","3","1","7","3","5","5","1",20798.092,1243.439
"27719","雲林縣","CLk","路口厝系","21","16","1","2","3","1","6","3","1","1","1",22900.262,1277.146
"27720","雲林縣","CLk","路口厝系","21","16","1","2","3","1","6","4","1","1","1",145679.853,1924.71
"27721","雲林縣","CLk","路口厝系","21","16","1","2","3","1","6","3","1","1","1",497705.201,3865.608
"27722","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",154206.229,1604.166
"27723","雲林縣","YLy","龍岩系","14","1","1","1","3","1","7","4","3","1","1",50928.951,1150.558
"27724","雲林縣","YLy","龍岩系","14","1","1","1","3","1","7","4","3","1","1",1106414.482,7181.118
"27725","雲林縣","Je","仁德系","20","15","1","1","15","1","4","4","4","4","4",8040.567,394.112
"27726","雲林縣","CPt","埤頭系","21","15","1","2","3","1","7","3","5","5","1",162636.005,3104.323
"27727","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",781209.658,4278.016
"27728","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",57861.757,1296.999
"27729","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",15001.369,588.672
"27730","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","3","4","4","4",141761.721,1455.633
"27731","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",286695.818,3723.31
"27732","雲林縣","PWf","五房州系","21","15","1","1","3","1","7","2","1","1","1",63339.956,1583.539
"27733","雲林縣","Cf","將軍系","20","15","1","1","3","1","8","3","4","4","4",469707.239,3414.138
"27734","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",206102.884,2408.387
"27735","雲林縣","YNn","牛尿港系","14","1","1","2","3","1","7","3","2","2","2",134574.21,1918.541
"27736","雲林縣","CSp","下水埔系","21","15","1","1","3","1","7","3","11","11","11",385108.01,4067.094
"27737","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",9100.75,422.698
"27738","雲林縣","CHp","西畔系","21","15","1","2","3","1","7","3","11","11","11",65281.366,1251.965
"27739","雲林縣","YHl","下崙系","14","1","1","2","3","1","8","4","4","4","4",270114.764,2799.233
"27740","雲林縣","CLk","路口厝系","21","15","1","2","3","1","6","3","1","1","1",9551.189,477.575
